experiment,processes,repetitions,stage,category,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_valid_repetitions,cache_miss_rate_percent,ipc,io_valid_repetitions,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
core_cache,8,6,adjacency_build,compute,0.003759287875025,0.00425018550004,1.129356934485,0.003592275072715,0,nan,nan,6,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,coarse_edge_mesh,setup,0.012684970625,0.013287823499949999,1.043888754875,0.01124484988465,0,nan,nan,6,4122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,coarse_local_size,setup,0.46442486299999997,0.477192234,1.0227840606,0.402728339002,0,nan,nan,6,71727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,coarse_mesh_save,io,0.0,0.0,0.0,0.0,0,nan,nan,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,coarse_surface_mesh,setup,8.31060737788,8.483018490500001,1.02163657006,7.1585647294450006,0,nan,nan,6,119657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,coarse_volume_mesh,setup,14.45232728375,14.76111165,1.02408613937,12.467058146300001,0,nan,nan,6,215602.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,element_count_allgather,communication,1.54039998961e-05,1.95899999653e-05,1.264259821515,1.6577910052550002e-05,0,nan,nan,6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,32.0,256.0,4.0,32.0
core_cache,8,6,element_count_pre_collective_wait,synchronization,0.0006916326250065001,0.00150579950014,2.13505100364,0.00127223827859,0,nan,nan,6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,face_allgatherv,communication,0.06119009212505,0.0613304400001,1.001796068545,0.051114794236199995,0,nan,nan,6,7827.5,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4859624.0,38876992.0,607936.0,4859624.0
core_cache,8,6,face_collective_setup,compute,0.000121260187541,0.0001486419998855,1.21205331741,0.0001256960947865,0,nan,nan,6,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,face_global_merge,compute,0.08162837481255,0.08418598749995,1.03120148097,0.07113066331275,0,nan,nan,6,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,face_local_extract,compute,0.1718708831875,0.1786739205,1.0437754955749998,0.15135188494000001,0,nan,nan,6,6342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,face_map_setup,compute,0.007718903312479999,0.007936433500165,1.03028704285,0.00672774720544,0,nan,nan,6,1575.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,face_pre_collective_wait,synchronization,0.01067707543745,0.0241415249998,2.17254067491,0.0204236162675,0,nan,nan,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,final_count_exchange,communication,0.0,0.0,0.0,0.0,0,nan,nan,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,final_mesh_save,io,0.0,0.0,0.0,0.0,0,nan,nan,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
